Type,SKU,Name,Published,In stock?,Stock,Regular price,Tax status,Tax class,Categories,Description,Meta: _sp_regulation
simple,0782126003607,Natracare Nursing pads 26pc,0,0,0,,taxable,,General Health,Natracare Nursing pads 26pc. A health and wellbeing product.,No regulation
simple,8006540409527,HEAD&SHOULDERS 275ML COND NUTRIT,0,0,0,,taxable,,General Health,HEAD&SHOULDERS 275ML COND NUTRIT. A health and wellbeing product. Supplied as 275ML.,No regulation
simple,5038581149264,Yankee Candle Home Inspiration Bubble Time 104g,0,0,0,,taxable,,Beauty,Yankee Candle Home Inspiration Bubble Time 104g. A health and beauty product. Supplied as 104g.,No regulation
simple,5025903007722,IBUPROFEN GEL 5% [AAH] (30GM),0,0,0,,taxable,,Pain Relief,"IBUPROFEN GEL 5% [AAH] (30GM). Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor.",No regulation
simple,8700216480444,Vicks Vaporub Easy Applicator 35g,0,0,0,,taxable,,Cold & Flu,"Vicks Vaporub Easy Applicator 35g. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 35g.",GSL
simple,5000101508011,Original Source S/Gel 250ml Lavender,0,0,0,,taxable,,Skincare,Original Source S/Gel 250ml Lavender. A skincare product. Supplied as 250ml.,No regulation
simple,5036631008042,Forceval 30 Capsules,0,0,0,,taxable,,Prescription Medicines,"Forceval 30 Capsules. Prescription-only medicine, supplied after an online consultation with our pharmacist. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 30 Capsules.",P
simple,0000000017664,I-M Elastic Wrist & Thumb Support ES-403 Small,0,0,0,,taxable,,Supports & Braces,I-M Elastic Wrist & Thumb Support ES-403 Small. A support and mobility product.,No regulation
simple,4086000009935,FRESUBIN 2250 COMPLETE EASYBAG (1500ML),0,0,0,,taxable,,Vitamins,FRESUBIN 2250 COMPLETE EASYBAG (1500ML). A vitamins and supplements product. Supplied as 1500ML.,No regulation
simple,5060342241665,GLUCORX Q TEST STRIPS (50),0,0,0,,taxable,,Testing & Monitoring,"GLUCORX Q TEST STRIPS (50). Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor.",No regulation
simple,7350121256712,TePe Interdental Brush 0.45mm Orange 6s (New Pack),0,0,0,,taxable,,Oral Care,TePe Interdental Brush 0.45mm Orange 6s (New Pack). An oral care product.,No regulation
simple,5028763009493,Wisdom Step By Step 75ml Childrens Toothpaste 0-3 Years,0,0,0,,taxable,,Oral Care,Wisdom Step By Step 75ml Childrens Toothpaste 0-3 Years. An oral care product. Supplied as 75ml.,No regulation
simple,5029219000743,Shelley 200ml Dry Shampoo Original,0,0,0,,taxable,,Hair Care,Shelley 200ml Dry Shampoo Original. A hair care product. Supplied as 200ml.,No regulation
simple,0658556116869,Botanicals For Life Organic Dandelion Root Extract 50ml,0,0,0,,taxable,,General Health,Botanicals For Life Organic Dandelion Root Extract 50ml. A health and wellbeing product. Supplied as 50ml.,No regulation
simple,5017848253968,Bells Dual Action Dry Cough 10mg/5ml 200ml,0,0,0,,taxable,,Cold & Flu,"Bells Dual Action Dry Cough 10mg/5ml 200ml. Prescription-only medicine, supplied after an online consultation with our pharmacist. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 200ml.",P
simple,9340800011082,Grown Alchemist Mask Regenerating Gel 75ml,0,0,0,,taxable,,Skincare,Grown Alchemist Mask Regenerating Gel 75ml. A skincare product. Supplied as 75ml.,No regulation
simple,9339341018285,Kevin Murphy Hair Volumiser Lotion 150ml,0,0,0,,taxable,,Hair Care,Kevin Murphy Hair Volumiser Lotion 150ml. A hair care product. Supplied as 150ml.,No regulation
simple,4051895000336,FRESUBIN POWDER EXTRA VANILLA (7X62G),0,0,0,,taxable,,Vitamins,FRESUBIN POWDER EXTRA VANILLA (7X62G). A vitamins and supplements product. Supplied as 7X62G.,No regulation
simple,9340800010955,Grown Alchemist Body Cream Restorative 120ml,0,0,0,,taxable,,Skincare,Grown Alchemist Body Cream Restorative 120ml. A skincare product. Supplied as 120ml.,No regulation
simple,9340800011105,Grown Alchemist Mask Skin Renewal 75ml,0,0,0,,taxable,,Skincare,Grown Alchemist Mask Skin Renewal 75ml. A skincare product. Supplied as 75ml.,No regulation
simple,5054563059918,Zovirax Cream Clip Strip 2g,0,0,0,,taxable,,Skincare,Zovirax Cream Clip Strip 2g. A skincare product. Supplied as 2g.,GSL
simple,50601486,Numark Menthol 5g,0,0,0,,taxable,,General Health,Numark Menthol 5g. A health and wellbeing product. Supplied as 5g.,No regulation
simple,5060999810795,BeautyPro HYDRATEST Skin Analysis Device,0,0,0,,taxable,,Skincare,BeautyPro HYDRATEST Skin Analysis Device. A skincare product.,No regulation
simple,8700216433242,Seven Seas Jointcare Collagen Duo 60,0,0,0,,taxable,,Vitamins,Seven Seas Jointcare Collagen Duo 60. A vitamins and supplements product.,No regulation
simple,5054563947253,Otrivine Congest Relief Nasal Spray 10 Ml,0,0,0,,taxable,,Cold & Flu,"Otrivine Congest Relief Nasal Spray 10 Ml. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 10 Ml.",No regulation
simple,5026445000714,Rapport Original 100ml Edt & 150ml Body Spray Twin Set,0,0,0,,taxable,,Beauty,Rapport Original 100ml Edt & 150ml Body Spray Twin Set. A health and beauty product. Supplied as 150ml.,No regulation
simple,42231332,Nivea Roll On 50ml Men Sensitive Protect 48H,0,0,0,,taxable,,General Health,Nivea Roll On 50ml Men Sensitive Protect 48H. A health and wellbeing product. Supplied as 50ml.,No regulation
simple,8718951248656,Palmolive Shower Gel 500ml Sensitive Skin Milk,0,0,0,,taxable,,Skincare,Palmolive Shower Gel 500ml Sensitive Skin Milk. A skincare product. Supplied as 500ml.,No regulation
simple,5025135112713,Malibu Dry Oil Gel SPF8 200ml,0,0,0,,taxable,,Skincare,Malibu Dry Oil Gel SPF8 200ml. A skincare product. Supplied as 200ml.,No regulation
simple,0733739047052,NOW Foods Green Tea Extract 100vcaps,0,0,0,,taxable,,General Health,NOW Foods Green Tea Extract 100vcaps. A health and wellbeing product.,No regulation
simple,4987072014103,Kool N Soothe Migraine 4 Sheets,0,0,0,,taxable,,Pain Relief,"Kool N Soothe Migraine 4 Sheets. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 4 Sheets.",GSL
simple,4084500477452,Clearblue Visual Rapid Detection Test 2 Test,0,0,0,,taxable,,General Health,Clearblue Visual Rapid Detection Test 2 Test. A health and wellbeing product.,No regulation
simple,5010724528990,Pearl Drops 50ml Toothpaste Instant Boost,0,0,0,,taxable,,Oral Care,Pearl Drops 50ml Toothpaste Instant Boost. An oral care product. Supplied as 50ml.,No regulation
simple,3282770207774,avene Cleanance Cleansing Gel 400ml,0,0,0,,taxable,,Skincare,avene Cleanance Cleansing Gel 400ml. A skincare product. Supplied as 400ml.,No regulation
simple,5037353004671,Skins Aqua Water Based Lubricant 5ml foil,0,0,0,,taxable,,Sexual Wellness,"Skins Aqua Water Based Lubricant 5ml foil. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 5ml.",No regulation
simple,5032483007295,Cms Proteqt Nasal Inhaler 2 Pack,0,0,0,,taxable,,Cold & Flu,"Cms Proteqt Nasal Inhaler 2 Pack. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 2 Pack.",No regulation
simple,,Solgar Advanced 40+ Acidoph 60 Capsules,0,0,0,,taxable,,Vitamins,Solgar Advanced 40+ Acidoph 60 Capsules. A vitamins and supplements product. Supplied as 60 Capsules.,No regulation
simple,5702150144638,Cipralex 5mg 28 tablets,0,0,0,,taxable,,Vitamins,Cipralex 5mg 28 tablets. A vitamins and supplements product. Supplied as 28 tablets.,GSL
simple,5031413919486,Face Facts Vitamin C Eye Cream 25ml,0,0,0,,taxable,,Skincare,Face Facts Vitamin C Eye Cream 25ml. A skincare product. Supplied as 25ml.,No regulation
simple,4717237020256,I-M Neoprene Padded Knee Support NS-702 Medium,0,0,0,,taxable,,Supports & Braces,I-M Neoprene Padded Knee Support NS-702 Medium. A support and mobility product.,No regulation
simple,8720181342318,DOVE 750ML CARING BATH ORIGINAL,0,0,0,,taxable,,Beauty,DOVE 750ML CARING BATH ORIGINAL. A health and beauty product. Supplied as 750ML.,No regulation
simple,5017007601333,SUDOCREM ANTISEPTIC CREAM (60G),0,0,0,,taxable,,Baby & Child,SUDOCREM ANTISEPTIC CREAM (60G). A baby and child product. Supplied as 60G.,No regulation
simple,50469178,Beechams Cold & Flu Blackcurrant 5 sachets,0,0,0,,taxable,,Cold & Flu,"Beechams Cold & Flu Blackcurrant 5 sachets. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 5 sachets.",GSL
simple,5012335887503,Seven Seas Original Cod Liver Oil 150ml,0,0,0,,taxable,,Vitamins,Seven Seas Original Cod Liver Oil 150ml. A vitamins and supplements product. Supplied as 150ml.,No regulation
simple,5031413929102,Face Facts Ceramide Cleanser Hydrating 400ml,0,0,0,,taxable,,Skincare,Face Facts Ceramide Cleanser Hydrating 400ml. A skincare product. Supplied as 400ml.,No regulation
simple,5014302000489,COLIEF BABY MASSAGE OIL (100ML),0,0,0,,taxable,,Baby & Child,COLIEF BABY MASSAGE OIL (100ML). A baby and child product. Supplied as 100ML.,No regulation
simple,5012616262241,BUTTERCUP BRONCHOSTOP PASTILLES (40S),0,0,0,,taxable,,Cold & Flu,"BUTTERCUP BRONCHOSTOP PASTILLES (40S). Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor.",GSL
simple,5010441011423,Numark Fluconazole 150mg 1 Capsule,0,0,0,,taxable,,Prescription Medicines,"Numark Fluconazole 150mg 1 Capsule. Prescription-only medicine, supplied after an online consultation with our pharmacist. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 1 Capsule.",P
simple,5021986000087,Vocalzones Throat Pastilles,0,0,0,,taxable,,Cold & Flu,"Vocalzones Throat Pastilles. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor.",No regulation
simple,3331300098136,Sterimar Stop & Protect Cold Baby 15ml,0,0,0,,taxable,,Baby & Child,Sterimar Stop & Protect Cold Baby 15ml. A baby and child product. Supplied as 15ml.,GSL
simple,8001841388724,ALWAYS DAILIES LINERS NORM 28'S 08/24,0,0,0,,taxable,zero-rate,Women's Health,ALWAYS DAILIES LINERS NORM 28'S 08/24. A women's health product.,No regulation
simple,9340800010276,Grown Alchemist Body Cleanser Energize 500ml,0,0,0,,taxable,,Skincare,Grown Alchemist Body Cleanser Energize 500ml. A skincare product. Supplied as 500ml.,No regulation
simple,8006540827208,Pampers baby dry size 3 30 Pack,0,0,0,,taxable,zero-rate,Baby & Child,Pampers baby dry size 3 30 Pack. A baby and child product. Supplied as 30 Pack.,No regulation
simple,0878941006715,Trace Mineral Liquid Ionic Vitamin D3 + K2 Drops,0,0,0,,taxable,,Vitamins,Trace Mineral Liquid Ionic Vitamin D3 + K2 Drops. A vitamins and supplements product. Supplied as 2 Drops.,No regulation
simple,5025903011491,IBUPROFEN GEL 10% [AAH] (50GM),0,0,0,,taxable,,Pain Relief,"IBUPROFEN GEL 10% [AAH] (50GM). Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor.",No regulation
simple,5011309011012,Care+ Decongestant 12 Tablets,0,0,0,,taxable,,Cold & Flu,"Care+ Decongestant 12 Tablets. Prescription-only medicine, supplied after an online consultation with our pharmacist. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 12 Tablets.",P
simple,8710908777004,DOVE 250ML B/LOTION LOTUS FLOWER,0,0,0,,taxable,,Skincare,DOVE 250ML B/LOTION LOTUS FLOWER. A skincare product. Supplied as 250ML.,No regulation
simple,5025452000755,Salt of the Earth P/Free Classic Crystal Salt Deo 75g,0,0,0,,taxable,,General Health,Salt of the Earth P/Free Classic Crystal Salt Deo 75g. A health and wellbeing product. Supplied as 75g.,No regulation
simple,0017000189192,Right Guard APD Stick 4oz Xtreme Defense Classic Clean (2x6),0,0,0,,taxable,,General Health,Right Guard APD Stick 4oz Xtreme Defense Classic Clean (2x6). A health and wellbeing product.,No regulation
simple,4005808130573,Nivea Shower Gel 250ml Men Sensitive,0,0,0,,taxable,,Beauty,Nivea Shower Gel 250ml Men Sensitive. A health and beauty product. Supplied as 250ml.,No regulation
simple,6973130251946,emcrepe bandage 10cm 4.5m,0,0,0,,taxable,,First Aid,"emcrepe bandage 10cm 4.5m. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor.",No regulation
simple,4005808130078,Nivea Shower Gel 250ml Cashmere & Cotton Seed Oil,0,0,0,,taxable,,Beauty,Nivea Shower Gel 250ml Cashmere & Cotton Seed Oil. A health and beauty product. Supplied as 250ml.,No regulation
simple,4086000005944,FRESUBIN HP ENERGY EASYBAG (500ML),0,0,0,,taxable,,Vitamins,FRESUBIN HP ENERGY EASYBAG (500ML). A vitamins and supplements product. Supplied as 500ML.,No regulation
simple,5053249231716,Masterplast Blister Hydocolloid Plasters 5 Pack,0,0,0,,taxable,,First Aid,"Masterplast Blister Hydocolloid Plasters 5 Pack. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 5 Pack.",No regulation
simple,5054563947277,Otrivine Extra Dual Relief Nasal Mist 10 Ml,0,0,0,,taxable,,Cold & Flu,"Otrivine Extra Dual Relief Nasal Mist 10 Ml. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 10 Ml.",No regulation
simple,4086000007054,FRESUBIN ENERGY [EASYBAG] (500ML),0,0,0,,taxable,,Vitamins,FRESUBIN ENERGY [EASYBAG] (500ML). A vitamins and supplements product. Supplied as 500ML.,No regulation
simple,5031413930368,Face Facts Joypixels 2x4.25g Lip Balm Tubes Blueberry Burst Duo,0,0,0,,taxable,,Skincare,Face Facts Joypixels 2x4.25g Lip Balm Tubes Blueberry Burst Duo. A skincare product. Supplied as 2x4.25g.,No regulation
simple,5030104005286,JAKEMANS THROAT & CHEST SF (50G),0,0,0,,taxable,,Cold & Flu,"JAKEMANS THROAT & CHEST SF (50G). Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 50G.",No regulation
simple,4051895012551,FRESUBIN 2KCAL MINI FRUITS OF THE FOREST (4X125ML),0,0,0,,taxable,,Vitamins,FRESUBIN 2KCAL MINI FRUITS OF THE FOREST (4X125ML). A vitamins and supplements product. Supplied as 4X125ML.,No regulation
simple,8008970041674,Wash & Go Shampoo 2 in 1 200ml AntiD,0,0,0,,taxable,,Hair Care,Wash & Go Shampoo 2 in 1 200ml AntiD. A hair care product. Supplied as 200ml.,No regulation
simple,8718951425439,Palmolive Shower Gel 250ml Aroma Sweet Delight,0,0,0,,taxable,,Beauty,Palmolive Shower Gel 250ml Aroma Sweet Delight. A health and beauty product. Supplied as 250ml.,No regulation
simple,8710908777769,DOVE 400ML B/LOTION GLOWING RITUAL LOTUS,0,0,0,,taxable,,Skincare,DOVE 400ML B/LOTION GLOWING RITUAL LOTUS. A skincare product. Supplied as 400ML.,No regulation
simple,5060222471021,Optipro Pre-Injection Wipes,0,0,0,,taxable,zero-rate,Beauty,Optipro Pre-Injection Wipes. A health and beauty product.,No regulation
simple,9339341026754,Kevin Murphy Body Builder Volumising Mousse 400ml,0,0,0,,taxable,,Hair Care,Kevin Murphy Body Builder Volumising Mousse 400ml. A hair care product. Supplied as 400ml.,No regulation
simple,8006540221501,ALWAYS DAILIES LINERS NORMAL 56'S 06/24,0,0,0,,taxable,zero-rate,Women's Health,ALWAYS DAILIES LINERS NORMAL 56'S 06/24. A women's health product.,No regulation
simple,3600542081207,Garnier Micellar Cleansing Water (Sensitive) 100ml,0,0,0,,taxable,,Skincare,Garnier Micellar Cleansing Water (Sensitive) 100ml. A skincare product. Supplied as 100ml.,No regulation
simple,9326922000395,Australian Bush Flower Essences Emergency Mist 50ml,0,0,0,,taxable,,Beauty,Australian Bush Flower Essences Emergency Mist 50ml. A health and beauty product. Supplied as 50ml.,No regulation
simple,3616301283454,MAX FACTOR NAILFINITY NAIL GEL POLISH THE ICON,0,0,0,,taxable,,Beauty,MAX FACTOR NAILFINITY NAIL GEL POLISH THE ICON. A health and beauty product.,No regulation
simple,5012583205616,LIVE Urban metallics U71 Metallic silver permanent hair dye,0,0,0,,taxable,,Hair Care,LIVE Urban metallics U71 Metallic silver permanent hair dye. A hair care product.,No regulation
simple,5060410574183,Beauty Kitchen AO Super Serum for Eye & Deep Lines 30ml,0,0,0,,taxable,,Skincare,Beauty Kitchen AO Super Serum for Eye & Deep Lines 30ml. A skincare product. Supplied as 30ml.,No regulation
simple,5025970023250,Nivea Shave Gel 200ml For Men Moisturising,0,0,0,,taxable,,Men's Health,Nivea Shave Gel 200ml For Men Moisturising. A men's health product. Supplied as 200ml.,No regulation
simple,8901030025464,PEARS 4X100G SOAP,0,0,0,,taxable,,Beauty,PEARS 4X100G SOAP. A health and beauty product. Supplied as 4X100G.,No regulation
simple,5060060213739,Astonish Bath Soak 750ml Pink Paradise,0,0,0,,taxable,,Beauty,Astonish Bath Soak 750ml Pink Paradise. A health and beauty product. Supplied as 750ml.,No regulation
simple,8700216380775,Gillette APD Clear Gel Stick 70ml Champion Gold,0,0,0,,taxable,,Skincare,Gillette APD Clear Gel Stick 70ml Champion Gold. A skincare product. Supplied as 70ml.,No regulation
simple,5025903007746,IBUPROFEN GEL 5% [AAH] (50GM),0,0,0,,taxable,,Pain Relief,"IBUPROFEN GEL 5% [AAH] (50GM). Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor.",No regulation
simple,5054563947178,Otrivine Sinus Relief Nasal Spray 10ml,0,0,0,,taxable,,Cold & Flu,"Otrivine Sinus Relief Nasal Spray 10ml. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 10ml.",No regulation
simple,3574660438307,Aveeno Cream 300ml,0,0,0,,taxable,,Skincare,Aveeno Cream 300ml. A skincare product. Supplied as 300ml.,GSL
simple,5054805042593,Witch Daily blackhead clearing scrub 150ml,0,0,0,,taxable,,Beauty,Witch Daily blackhead clearing scrub 150ml. A health and beauty product. Supplied as 150ml.,No regulation
simple,5099186001708,Simple Linctus Sugar Free 2L,0,0,0,,taxable,,General Health,Simple Linctus Sugar Free 2L. A health and wellbeing product. Supplied as 2L.,No regulation
simple,9329401000541,C Lab & Co 330g Coffee & Coconut Scrub Tub,0,0,0,,taxable,,Beauty,C Lab & Co 330g Coffee & Coconut Scrub Tub. A health and beauty product. Supplied as 330g.,No regulation
simple,5000101077005,Original Source S/Gel 250ml Vanilla & Raspberry,0,0,0,,taxable,,Skincare,Original Source S/Gel 250ml Vanilla & Raspberry. A skincare product. Supplied as 250ml.,No regulation
simple,5060112866142,Fushi Organic Shea Butter Original 200g,0,0,0,,taxable,,Beauty,Fushi Organic Shea Butter Original 200g. A health and beauty product. Supplied as 200g.,No regulation
simple,5060361080054,Xailin Tears 0.1% Ha Pf Eye Drops 10ml,0,0,0,,taxable,,Eye Care,"Xailin Tears 0.1% Ha Pf Eye Drops 10ml. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 10ml.",No regulation
simple,5034511010284,Organic Children SPF50 Sun Cream Lavender,0,0,0,,taxable,,Skincare,Organic Children SPF50 Sun Cream Lavender. A skincare product.,No regulation
simple,5060104170653,YES Double Glide Natural Lubricant Combo Pack,0,0,0,,taxable,,Sexual Wellness,"YES Double Glide Natural Lubricant Combo Pack. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor.",No regulation
simple,8001841053677,Always Maxi Pads Long with Wings 12s,0,0,0,,taxable,zero-rate,Women's Health,Always Maxi Pads Long with Wings 12s. A women's health product.,No regulation
simple,8886467064340,Lux Soap 3x80g Magical Spell,0,0,0,,taxable,,Beauty,Lux Soap 3x80g Magical Spell. A health and beauty product. Supplied as 3x80g.,No regulation
simple,5012583200819,Right Guard APD 250ml For Women Pure Sensitive,0,0,0,,taxable,,Women's Health,Right Guard APD 250ml For Women Pure Sensitive. A women's health product. Supplied as 250ml.,No regulation
simple,4042809023121,elastocrepe bandage 10cm,0,0,0,,taxable,,First Aid,"elastocrepe bandage 10cm. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor.",No regulation
simple,5025135113758,Malibu Dry Oil Spray SPF20 100ml,0,0,0,,taxable,,Skincare,Malibu Dry Oil Spray SPF20 100ml. A skincare product. Supplied as 100ml.,No regulation
simple,5026445002961,Rapport Black 150ml Bath & Shower Gel & 150ml Body Spray Twin Set,0,0,0,,taxable,,Beauty,Rapport Black 150ml Bath & Shower Gel & 150ml Body Spray Twin Set. A health and beauty product. Supplied as 150ml.,No regulation
simple,5010605211201,Levitra Vardenafil 20mg 4 Tablets,0,0,0,,taxable,zero-rate,Sexual Wellness,"Levitra Vardenafil 20mg 4 Tablets. Prescription-only medicine, supplied after an online consultation with our pharmacist. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 4 Tablets.",P
simple,4006000089584,Nivea Lotion 250ml Irresistibly Smooth,0,0,0,,taxable,,Skincare,Nivea Lotion 250ml Irresistibly Smooth. A skincare product. Supplied as 250ml.,No regulation
simple,0605632155823,Serum Sheet Mask Gift Set,0,0,0,,taxable,,Skincare,Serum Sheet Mask Gift Set. A skincare product.,No regulation
simple,7317400000824,Tepe Select Medium Toothbrush Single,0,0,0,,taxable,,Oral Care,Tepe Select Medium Toothbrush Single. An oral care product.,No regulation
simple,8033087660159,Oral Spray 20ml,0,0,0,,taxable,,Beauty,Oral Spray 20ml. A health and beauty product. Supplied as 20ml.,No regulation
simple,0658556116814,Botanicals For Life Organic Milk Thistle Extract 100ml,0,0,0,,taxable,,General Health,Botanicals For Life Organic Milk Thistle Extract 100ml. A health and wellbeing product. Supplied as 100ml.,No regulation
simple,9326922000401,Australian Bush Flower Essences Sensuality Mist 50ml,0,0,0,,taxable,,Beauty,Australian Bush Flower Essences Sensuality Mist 50ml. A health and beauty product. Supplied as 50ml.,No regulation
simple,8717163714942,DOVE 250ML A/P SPRAY COCONUT,0,0,0,,taxable,,Beauty,DOVE 250ML A/P SPRAY COCONUT. A health and beauty product. Supplied as 250ML.,No regulation
simple,8435465325252,BTB Cum Lubricant 250ml,0,0,0,,taxable,,Sexual Wellness,"BTB Cum Lubricant 250ml. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 250ml.",No regulation
simple,5060464503702,Loratadine 10mg (OTC) 30 Tablets,0,0,0,,taxable,,Vitamins,Loratadine 10mg (OTC) 30 Tablets. A vitamins and supplements product. Supplied as 30 Tablets.,GSL
simple,3600524027087,L'Oreal Men Expert AP Roll On 50ml Magnesium,0,0,0,,taxable,,Vitamins,L'Oreal Men Expert AP Roll On 50ml Magnesium. A vitamins and supplements product. Supplied as 50ml.,No regulation
simple,5015802291728,MEDIUM CANDLE JAR TIPSY CRANBERRY,0,0,0,,taxable,,Beauty,MEDIUM CANDLE JAR TIPSY CRANBERRY. A health and beauty product.,No regulation
simple,5051594006805,Aptamil Milk 3 Growing Up Milk 1+ 800g,0,0,0,,taxable,,Baby & Child,Aptamil Milk 3 Growing Up Milk 1+ 800g. A baby and child product. Supplied as 800g.,No regulation
simple,5011842112023,Bassetts 12-18 Years EPO & Multivitamins 30 Gummies,0,0,0,,taxable,,Vitamins,Bassetts 12-18 Years EPO & Multivitamins 30 Gummies. A vitamins and supplements product. Supplied as 30 Gummies.,No regulation
simple,4086000014052,FRESUBIN ORIGINAL DRINK VANILLA 4 Pack (4X200ML),0,0,0,,taxable,,Vitamins,FRESUBIN ORIGINAL DRINK VANILLA 4 Pack (4X200ML). A vitamins and supplements product. Supplied as 4X200ML.,No regulation
simple,5070000991245,R.Y.M. Focus & Memory Formula,0,0,0,,taxable,,General Health,R.Y.M. Focus & Memory Formula. A health and wellbeing product.,No regulation
simple,4005900690500,Nivea Shower Gel 400ml For Men Sensitive,0,0,0,,taxable,,Men's Health,Nivea Shower Gel 400ml For Men Sensitive. A men's health product. Supplied as 400ml.,No regulation
simple,7613036912549,SMA Advanced First Infant Milk 800g,0,0,0,,taxable,,Baby & Child,SMA Advanced First Infant Milk 800g. A baby and child product. Supplied as 800g.,No regulation
simple,93499606,Medihoney Wound Gel 10g,0,0,0,,taxable,,First Aid,"Medihoney Wound Gel 10g. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 10g.",GSL
simple,8809416471396,COSRX - Master Patch Clear Fit - Masking Eczema Patches - 18pcs,0,0,0,,taxable,,Skincare,COSRX - Master Patch Clear Fit - Masking Eczema Patches - 18pcs. A skincare product.,No regulation
simple,0017854113329,Baylis & Harding Beauticology Let's Be Mermaids Body Wash,0,0,0,,taxable,,Beauty,Baylis & Harding Beauticology Let's Be Mermaids Body Wash. A health and beauty product.,No regulation
simple,3574661385495,CALPROFEN (200ML),0,0,0,,taxable,,General Health,CALPROFEN (200ML). A health and wellbeing product. Supplied as 200ML.,No regulation
simple,5060259570520,Gold Collagen RX,0,0,0,,taxable,,Vitamins,Gold Collagen RX. A vitamins and supplements product.,No regulation
simple,8809447254388,Dr. Althea - Vitamin C Boosting Serum - Vitamin C Face Serum - 30ml,0,0,0,,taxable,,First Aid,"Dr. Althea - Vitamin C Boosting Serum - Vitamin C Face Serum - 30ml. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 30ml.",No regulation
simple,50600212,KIKI Health Organic C8 MCT Oil 500ml,0,0,0,,taxable,,Vitamins,KIKI Health Organic C8 MCT Oil 500ml. A vitamins and supplements product. Supplied as 500ml.,No regulation
simple,3574661186962,Sudafed Sinus Max Strength 16 Capsules,0,0,0,,taxable,,Cold & Flu,"Sudafed Sinus Max Strength 16 Capsules. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor. Supplied as 16 Capsules.",GSL
simple,5051562015402,Lamisil AT 1% Athletes Foot Cream 7.5g,0,0,0,,taxable,,Skincare,Lamisil AT 1% Athletes Foot Cream 7.5g. A skincare product. Supplied as 7.5g.,GSL
simple,8809447253480,Dr. Althea - Natural Radiance Essence - Brightening Facial Essence - 30ml,0,0,0,,taxable,,Skincare,Dr. Althea - Natural Radiance Essence - Brightening Facial Essence - 30ml. A skincare product. Supplied as 30ml.,No regulation
simple,4005900543745,Nivea APD Spray 250ml Women Black & White Silky Smooth,0,0,0,,taxable,,Beauty,Nivea APD Spray 250ml Women Black & White Silky Smooth. A health and beauty product. Supplied as 250ml.,No regulation
simple,4086000016407,FRESUBIN 5 KCAL SHOT LEMON (4X120ML),0,0,0,,taxable,,Vitamins,FRESUBIN 5 KCAL SHOT LEMON (4X120ML). A vitamins and supplements product. Supplied as 4X120ML.,No regulation
simple,6973130251960,emcrepe bandage 15cm 4.5m,0,0,0,,taxable,,First Aid,"emcrepe bandage 15cm 4.5m. Always read the label and any leaflet supplied. If symptoms persist, speak to your pharmacist or doctor.",No regulation
simple,4005808298174,Nivea APD Spray 250ml Men Cool Kick,0,0,0,,taxable,,Beauty,Nivea APD Spray 250ml Men Cool Kick. A health and beauty product. Supplied as 250ml.,No regulation
simple,3600522107385,L'Oreal Men Expert Deo 150ml Carbon Protect 5in1,0,0,0,,taxable,,General Health,L'Oreal Men Expert Deo 150ml Carbon Protect 5in1. A health and wellbeing product. Supplied as 150ml.,No regulation
